Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
604023,224 TUSCAN ROAD,224 TUSCAN RD,0711,Maplewood Twp,07040    ,LSRP Oversight
59947,225 MEEKER AVENUE APARTMENTS,225 MEEKER AVE,0714,Newark City,07112    ,Deed Notice Terminated
75327,225 NORTH BELMONT AVENUE,225 N BELMONT AVE,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
89115,226 SNYDER STREET,226 SNYDER ST,0717,Orange City Twp,07051    ,Suspected
87723,227 OLD CHESTER ROAD,227 OLD CHESTER RD,0706,Essex Fells Boro,07021    ,Suspected
88433,228 GLEN AVENUE,228 GLEN AVE,0712,Millburn Twp,07141    ,Suspected
85182,22 GRANT STREET,22 GRANT ST,0713,Montclair Twp,07042    ,Suspected
88370,22 MARION ROAD,22 MARION RD,0713,Montclair Twp,07042    ,Suspected
88484,22 OAK PLACE,22 OAK PL,0713,Montclair Twp,07042    ,Suspected
74822,22 PINE STREET,22 PINE ST,0702,Bloomfield Twp,07003    ,Suspected
65433,22 PLYMOUTH STREET,22 PLYMOUTH ST,0713,Montclair Twp,07042    ,Suspected
409483,22 ST FRANCIS STREET,22 ST FRANCIS ST,0714,Newark City,07101    ,Known
75351,231 235 SOUTH STREET,231 235 SOUTH ST,0714,Newark City,07105    ,Suspected
629813,231 241 PARKHURST STREET,231 241 PARKHURST ST,0714,Newark City,07114    ,Known
220188,231 LINDEN AVENUE,231 LINDEN AVE,0709,Irvington Twp,071112524,Suspected
409498,23 25 ST CHARLES STREET,23 25 ST CHARLES ST,0714,Newark City,071053921,Known
94402,232 FERRY STREET,232 FERRY ST,0714,Newark City,07102    ,Suspected
692177,234 240 BADGER AVENUE,234 240 BADGER AVE,0714,Newark City,07108    ,LSRP Oversight
31053,234 242 COMMERCIAL BUILDING,234 242 MULBERRY ST,0714,Newark City,07101    ,RAO-Entire Site (Unrestricted Use)
64245,234 MAIN STREET,234 MAIN ST,0717,Orange City Twp,07051    ,Suspected
421716,234 PACIFIC STREET CORP,234 252 PACIFIC ST,0714,Newark City,07114    ,LSRP Oversight
415125,235 RHODE ISLAND AVENUE UST,235 RHODE ISLAND AVE ,0705,East Orange City,07017    ,No SRP Oversight Required
499634,237 SPRINGFIELD AVENUE,237 SPRINGFIELD AVE,0714,Newark City,07103    ,RAO-Entire Site (Restricted Use)
358713,239 CENTRAL AVENUE CORP,239 CENTRAL AVE,0705,East Orange City,07018    ,RAO-Entire Site (Restricted Use)
724912,239 WARD PLACE,239 WARD PL,0719,South Orange Village Twp,07079    ,UST Fund Application Under Review
425269,23 BRADFORD AVENUE,23 BRADFORD AVE,0722,West Orange Twp,07052    ,UST Fund Application Closed 
65302,23 DERWENT AVENUE,23 DERWENT AVE,0720,Verona Twp,07044    ,Suspected
75018,23 HOLLAND STREET,23 HOLLAND ST,0714,Newark City,07105    ,Suspected
20629,23 SOUTH ESSEX AVENUE STRIP MALL,23 S ESSEX AVE,0717,Orange City Twp,07050    ,LSRP Oversight
86769,23 WEST LAWN ROAD,23 W LAWN RD,0710,Livingston Twp,07039    ,Suspected
74833,240 1ST STREET,240 1ST ST,0714,Newark City,07105    ,Suspected
631035,241 251 SPRINGFIELD AVENUE,241 251 SPRINGFIELD AVE,0714,Newark City,07103    ,LSRP Oversight
629816,243 249 PARKHURST STREET,243 249 PARKHURST ST,0714,Newark City,07114    ,Known
767534,244 CLEVELAND STREET,244 CLEVELAND ST,0717,Orange City Twp,07050    ,Known
64913,244 CONWAY COURT,244 CONWAY CT,0719,South Orange Village Twp,07079    ,Suspected
64715,244 WAINWRIGHT STREET,244 WAINWRIGHT ST,0714,Newark City,07199    ,Suspected
65474,245 AMPERE PARKWAY,245 AMPERE PKWY,0702,Bloomfield Twp,07003    ,Suspected
762291,245 PARKER STREET,245 PARKER ST,0714,Newark City,07104    ,Known
653441,248 262 IRVINE TURNER BOULEVARD,248 262 IRVINE TURNER BLVD,0714,Newark City,07102    ,LSRP Oversight
446316,248 264 COIT STREET,248 264 COIT ST,0709,Irvington Twp,07111    ,RAO-Entire Site (Restricted Use)
73311,248 PARKER STREET,248 PARKER ST,0714,Newark City,07105    ,Suspected
218936,249 263 JOHNSON AVENUE,249 263 JOHNSON AVE,0714,Newark City,07112    ,RAO-A (Unrestricted Use)
613660,24 BEDFORD STREET,24 BEDFORD ST,0705,East Orange City,07018    ,UST Fund Application Under Review
84691,24 ESSEX ROAD,24 ESSEX RD,0706,Essex Fells Boro,07021    ,Suspected
634582,24 LIBELLA COURT,24 LIBELLA CT,0714,Newark City,07102    ,LSRP Oversight
452816,24 NORTH 16TH STREET,24 N 16TH ST,0705,East Orange City,07017    ,UST Fund Application Closed 
409484,24 ST FRANCIS STREET,24 ST FRANCIS ST,0714,Newark City,07101    ,Known
746970,251 CLINTON PLACE,251 CLINTON PL,0714,Newark City,07112    ,Known
442262,251 LITTLETON AVENUE,251 LITTLETON AVE,0714,Newark City,07103    ,Known
65330,252 ACADEMY STREET,252 ACADEMY ST,0719,South Orange Village Twp,07079    ,Suspected
442263,253 255 LITTLETON AVENUE,253 255 LITTLETON AVE,0714,Newark City,07103    ,Known
616309,25 49 SOMERSET STREET,25 49 SOMERSET ST,0714,Newark City,07103    ,LSRP Oversight
165912,254 HALSTED STREET,254 HALSTED ST,0705,East Orange City,07018    ,Suspected
469845,254 LITTLE FALLS ROAD,254 LITTLE FALLS RD,0707,Fairfield Twp,07004    ,RAO-Entire Site (Unrestricted Use)
65338,255 AMPERE PARKWAY,255 AMPERE PKWY,0702,Bloomfield Twp,07003    ,Suspected
367415,256 AMHERST STREET,256 AMHERST ST,0705,East Orange City,07018    ,Suspected
708694,256 LYONS AVENUE VACANT LOT,256 262 LYONS AVE,0714,Newark City,07112    ,LSRP Oversight
752560,257 259 THOMAS STREET,257 259 THOMAS ST,0714,Newark City,07114    ,LSRP Oversight
662019,258 268 JELLIFF AVENUE,258 268 JELLIFF AVE,0714,Newark City,07108    ,RAO-Entire Site (Unrestricted Use)
706086,259 WASHINGTON AVENUE,259 WASHINGTON AVE,0701,Belleville Twp,07109    ,LSRP Oversight
223831,25 ASHWOOD TERRACE,25 ASHWOOD TER,0722,West Orange Twp,07052    ,Suspected
75017,25 HOLLAND STREET,25 HOLLAND ST,0714,Newark City,07105    ,Suspected
179945,25 NORTH 10TH STREET,25 N 10TH ST,0714,Newark City,071071717,Suspected
725750,25 NORTH FULLERTON AVENUE,25 N FULLERTON AVE,0713,Montclair Twp,07042    ,LSRP Oversight
85603,25 ROUTE 46,25 RT 46,0707,Fairfield Twp,07006    ,Suspected
73681,25 VALHALLA WAY,25 VALHALLA WAY,0720,Verona Twp,07044    ,Suspected
765697,260 BROADWAY,260 BROADWAY,0714,Newark City,07104    ,LSRP Oversight
411450,260 TILLOU ROAD,260 TILLOU RD,0719,South Orange Village Twp,07079    ,Known
64346,261 ORANGE ROAD,261 ORANGE RD,0713,Montclair Twp,07042    ,Suspected
409485,26 28 ST FRANCIS STREET,26 28 ST FRANCIS ST,0714,Newark City,07101    ,Known
80539,262 AMHERST STREET,262 AMHERST ST,0705,East Orange City,07019    ,Suspected
443839,262 EASTERN PARKWAY,262 EASTERN PKWY,0714,Newark City,07102    ,Known
447282,262 SYLVAN ROAD,262 SYLVAN RD,0702,Bloomfield Twp,07003    ,Known
340521,266 COIT STREET,266 COIT ST,0709,Irvington Twp,07111    ,Known
626222,267 ADELAIDE STREET ,267 ADELAIDE ST ,0701,Belleville Twp,071092368,Known
65489,267 WINTHROP TERRACE,267 WINTHROP TER,0719,South Orange Village Twp,07079    ,Suspected
64856,268 PROSPECT STREET,268 PROSPECT ST,0719,South Orange Village Twp,07079    ,Suspected
593608,26 FILLMORE STREET,26 FILLMORE ST,0714,Newark City,07105    ,Known
84594,26 GRANT AVENUE,26 GRANT AVE,0705,East Orange City,07019    ,Suspected
65518,26 HAINES DRIVE,26 HAINES DR,0702,Bloomfield Twp,07003    ,Suspected
64711,26 HICKORY DRIVE,26 HICKORY DR,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
530974,26 LIBELLA COURT,26 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
65273,26 NORMAN ROAD,26 NORMAN RD,0713,Montclair Twp,07042    ,Suspected
75759,26 PINE GROVE TERRACE,26 PINE GROVE TER,0714,Newark City,07105    ,Suspected
65192,26 VERNON PLACE,26 VERNON PL,0705,East Orange City,07018    ,Suspected
65496,270 HEYWOOD AVENUE,270 HEYWOOD AVE,0717,Orange City Twp,07051    ,Suspected
65406,271 RICHMOND AVENUE,271 RICHMOND AVE,0719,South Orange Village Twp,07079    ,Suspected
546108,27 29 PARK AVENUE,27 29 PARK AVE,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
64385,274 316 FAIRMOUNT AVENUE,274 316 FAIRMOUNT AVE,0714,Newark City,07152    ,RAO-A (Restricted Use)
672490,275 SUSSEX DEVELOPER,275 SUSSEX AVE,0714,Newark City,07102    ,LSRP Oversight
757936,277 CLINTON AVENUE,277 CLINTON AVE,0714,Newark City,07102    ,LSRP Oversight
73841,279 HIGHLAND ROAD,279 HIGHLAND RD,0719,South Orange Village Twp,07079    ,Suspected
73582,27 FERNDALE ROAD,27 FERNDALE RD,0715,North Caldwell Boro,07006    ,Suspected
531040,27 LIBELLA COURT,27 LIBELLA CT,0714,Newark City,07105    ,RAO-ISRA Entire Site (Restricted Use)
64302,27 OAKCROFT AVENUE,27 OAKCROFT AVE,0713,Montclair Twp,07042    ,Suspected
420724,27 PINE STREET,27 PINE ST,0722,West Orange Twp,07052    ,UST Fund Application Closed 
73406,280 NEW YORK AVENUE,280 NEW YORK AVE,0714,Newark City,07105    ,Suspected
30650,280 SOUTH HARRISON STREET OFFICE BUILDING,280 S HARRISON ST,0705,East Orange City,07019    ,LSRP Oversight
158276,282 LITTLETON AVENUE,282 LITTLETON AVE,0714,Newark City,07103    ,Suspected
187812,286 298 COIT STREET,298 COIT ST,0709,Irvington Twp,07111    ,LSRP Oversight
65701,28 GLEN PARK ROAD,28 GLEN PARK RD,0708,Glen Ridge Boro,07028    ,Suspected
88341,28 MEAD STREET,28 MEAD ST,0714,Newark City,07199    ,Suspected
85181,28 SHERMAN STREET,28 SHERMAN ST,0713,Montclair Twp,07042    ,Suspected
64392,28 VALHALLA WAY IFO,28 VALHALLA WAY,0720,Verona Twp,07044    ,No SRP Oversight Required
492473,290 SOUTH ORANGE AVENUE,290 S ORANGE AVE,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
719200,292 GREGORY AVENUE IN FRONT OF,292 GREGORY AVE IFO,0722,West Orange Twp,07052    ,No SRP Oversight Required
199989,293 PASSAIC STREET,293 PASSAIC ST,0714,Newark City,07104    ,Verified Unknown Source
707159,293 ROANOKE AVENUE,293 ROANOKE AVE,0714,Newark City,07105    ,LSRP Oversight
197379,29 47 RIVERSIDE AVENUE @ RIVERSIDE IND PK,29 47 RIVERSIDE AVE,0714,Newark City,07104    ,LSRP Oversight
533880,296 MILLBURN AVENUE ,296 MILLBURN AVE,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
611714,296 NORTH CLINTON STREET,296 N CLINTON ST,0705,East Orange City,07017    ,Known
396860,29 LAWRENCE AVENUE,29 LAWRENCE AVE,0722,West Orange Twp,07052    ,Known
400127,29 WILLIAM STREET,29 WILLIAM ST,0717,Orange City Twp,07050    ,UST Fund Application Closed 
85512,2 ADAMS AVENUE,2 ADAMS AVE,0712,Millburn Twp,07041    ,Suspected
65760,2 BELLEGROVE DRIVE,2 BELLEGROVE DR,0713,Montclair Twp,07042    ,Suspected
378498,2 BROAD STREET,2 BROAD ST,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
65690,2 ERWIN PARK ROAD,2 ERWIN PARK RD,0713,Montclair Twp,07042    ,Suspected
460037,2 HENDERSON DRIVE,2 HENDERSON DR,0721,West Caldwell Twp,07006    ,RAO-Entire Site (Unrestricted Use)
530360,2 LIBELLA COURT,2 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
451401,2 MARION PLACE,2 MARION PL,0711,Maplewood Twp,07040    ,Known
8507,2 MARTINEZ SERVICE STATION,264 PARK AVE,0714,Newark City,07101    ,RAO-A (Unrestricted Use)
84045,2 PARK ROAD,2 PARK RD,0712,Millburn Twp,07041    ,Suspected
767486,2 WOODLAND CRESCENT,2 WOODLAND CRESCENT,0719,South Orange Village Twp,07079    ,Known
64826,300 ARLINGTON AVENUE NORTH,300 N ARLINGTON AVE,0705,East Orange City,07019    ,Suspected
50852,300 MAIN ASSOC,300 306 MAIN ST,0722,West Orange Twp,07052    ,Verified Unknown Source
447874,302 324 SPRINGFIELD AVENUE,302 324 SPRINGFIELD AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
81375,30 34 OKNER PARKWAY,30 34 OKNER PKWY,0710,Livingston Twp,07039    ,LSRP Oversight
88435,304 306 CHESTNUT STREET,304 306 CHESTNUT ST,0714,Newark City,07105    ,Suspected
725832,305 WILSON AVENUE URBAN RENEWAL,305 WILSON AVE,0714,Newark City,07105    ,LSRP Oversight
88603,307 JELLIFF AVENUE,307 JELIFF AVE,0714,Newark City,07199    ,Suspected
179453,30 BECKER TERRACE,30 BECKER TER,0709,Irvington Twp,07112    ,Suspected
629169,30 HIGHLAND AVENUE BOND RESIDENCE,30 HIGHLAND AVE,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
84534,30 MAPLE AVENUE,30 MAPLE AVE,0709,Irvington Twp,07111    ,Suspected
75501,30 MOORE TERRACE,30 MOORE TER,0722,West Orange Twp,07052    ,Suspected
409487,30 ST FRANCIS STREET,30 ST FRANCIS ST,0714,Newark City,07101    ,Known
446314,310 COIT STREET,310 COIT ST,0709,Irvington Twp,07111    ,RAO-Entire Site (Restricted Use)
49049,313 317 NEW STREET PROPERTY,313 317 NEW ST,0714,Newark City,07102    ,RAO-A (Restricted Use)
447795,313 329 15TH AVENUE,313 329 15TH AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
608012,314 328 ADAMS STREET,314 328 ADAMS ST,0714,Newark City,07105    ,LSRP Oversight
424361,314 HOBART AVENUE,314 HOBART AVE,0712,Millburn Twp,07078    ,RAO-A (Unrestricted Use)
85372,314 ISABELLA AVENUE,314 ISABELLA AVE,0709,Irvington Twp,07111    ,Suspected
125491,31 50 SYNOTT PLACE SEWER PIPE,31 50 SYNOTT PL,0714,Newark City,07106    ,Known
65857,315 NORTH 11TH STREET,315 N 11TH ST,0714,Newark City,07101    ,Suspected
548299,316 ORANGE ROAD,316 ORANGE RD,0713,Montclair Twp,07042    ,LSRP Oversight
649120,317 VALLEY STREET,317 VALLEY ST,0719,South Orange Village Twp,07079    ,RAO-A (Restricted Use)
585438,318 WASHINGTON STREET PARKING LOT,318 WASHINGTON ST,0714,Newark City,07102    ,LSRP Oversight
408230,31 CHAPEL STREET,31 CHAPEL ST,0714,Newark City,07105    ,EPA Removal Action Complete
8935,31 CORDIER STREET,31 CORDIER ST,0709,Irvington Twp,07151    ,LSRP Oversight
621813,31 EAGLE ROCK WAY,31 EAGLE ROCK WAY,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
634583,31 LIBELLA COURT,31 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
80680,31 SUNNYSIDE TERRACE,31 SUNNYSIDE TER,0705,East Orange City,07019    ,Suspected
175281,320 FAIRFIELD ROAD ,320 FAIRFIELD RD,0707,Fairfield Twp,07006    ,RAO-A (Unrestricted Use)
587539,320 UPPER MOUNTAIN AVENUE,320 UPPER MOUNTAIN AVE,0713,Montclair Twp,07043    ,RAO-A (Unrestricted Use)
650881,321 EAST CEDAR STREET,321 E CEDAR ST,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
413866,321 SCOTLAND ROAD,321 SCOTLAND RD,0717,Orange City Twp,07050    ,LSRP Oversight
409489,32 34 ST FRANCIS STREET,32 34 ST FRANCIS ST ,0714,Newark City,07101    ,Known
221834,32 38 WEST KINNEY ST,32 38 W KINNEY ST,0714,Newark City,07102    ,No SRP Oversight Required
64794,324 PARKER STREET,324 PARKER ST,0714,Newark City,07199    ,Suspected
64839,326 CLIFTON AVENUE,326 CLIFTON AVE,0714,Newark City,07101    ,Suspected
420926,328 328 1/2 & 330 MILLBURN AVENUE,328 328 & 330 MILLBURN AVE,0712,Millburn Twp,07041    ,RAO-Entire Site (Unrestricted Use)
65139,328 334 CLINTON AVENUE,328 334 CLINTON AVE,0714,Newark City,07104    ,Suspected
88378,32 HADDONFIELD ROAD,32 HADDONFIELD RD,0712,Millburn Twp,07141    ,Suspected
732464,32 LIBELLA COURT,32 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
64391,32 VALHALLA WAY,32 VALHALLA WAY,0720,Verona Twp,07044    ,Suspected
75063,32 WESTOVER ROAD,32 WESTOVER RD,0720,Verona Twp,07044    ,Suspected
65134,330 CRESTMONT ROAD,330 CRESTMONT RD,0704,Cedar Grove Twp,07009    ,No SRP Oversight Required
340356,331 335 OSBORNE TERRACE,331 335 OSBORNE TER,0714,Newark City,07112    ,Known
409491,33 35 GEORGE STREET,33 35 GEORGE ST,0714,Newark City,07101    ,Known
605153,333 FAIRFIELD ROAD,333 FAIRFIELD RD,0707,Fairfield Twp,07004    ,RAO-Entire Site (Unrestricted Use)
163447,335 NYE AVENUE,335 NYE AVE,0709,Irvington Twp,07111    ,Suspected
74748,339 WARWICK AVENUE,339 WARWICK AVE,0719,South Orange Village Twp,07079    ,No SRP Oversight Required
88605,33 GLENVIEW DRIVE,33 GLENVIEW DR,0722,West Orange Twp,07052    ,Suspected
64907,33 GREENWOOD DRIVE,33 GREENWOOD DR,0712,Millburn Twp,07041    ,Suspected
75016,33 HOLLAND STREET,33 HOLLAND ST,0714,Newark City,07105    ,Suspected
645268,34 36 LONGFELLOW AVENUE ,34 36 LONGFELLOW AVE ,0714,Newark City,07106    ,Known
616095,34 36 SUMMIT STREET,34 36 SUMMIT ST ,0705,East Orange City,07017    ,LSRP Oversight
495543,343 GREGORY AVENUE,343 GREGORY AVE,0722,West Orange Twp,07052    ,Known
456596,343 LIVINGSTON CIRCLE BUILDING,343 W MT PLEASANT AVE,0710,Livingston Twp,07039    ,RAO-Entire Site (Limited Restricted Use)
379004,344 356 THOMAS STREET,344 356 THOMAS ST,0714,Newark City,07114    ,LSRP Oversight
449395,345 RAVINE DRIVE,345 RAVINE DR,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
84813,345 WALNUT STREET,345 WALNUT ST,0710,Livingston Twp,07039    ,Suspected
670775,346 NESBIT TERRACE,346 NESBIT TER,0709,Irvington Twp,07111    ,Known
48322,347 MOUNT PLEASANT AVENUE,347 MT PLEASANT AVE,0722,West Orange Twp,07052    ,Suspected
440832,348 JACKSON STREET,348 JACKSON ST,0717,Orange City Twp,07050    ,UST Fund Application Closed 
187823,349 351 ELM STREET OIL SPILL,349 351 ELM ST,0714,Newark City,07105    ,Known
437724,34 JOYCE STREET,34 JOYCE ST,0722,West Orange Twp,07052    ,Known
494272,34 LABEL STREET,34 LABEL ST,0713,Montclair Twp,07042    ,LSRP Oversight
435909,34 TEMPLE PLACE,34 TEMPLE PL,0709,Irvington Twp,07106    ,RAO-A (Unrestricted Use)
498789,350 MILLBURN AVENUE OIL DISCHARGE,350 MILLBURN AVE,0712,Millburn Twp,07041    ,RAO-A (Unrestricted Use)
410983,351 SOUTH HARRISON STREET,351 S HARRISON ST,0705,East Orange City,07018    ,UST Fund Application Closed 
477137,352 NORTHFIELD AVENUE,352 NORTHFIELD AVE,0722,West Orange Twp,07052    ,UST Fund Application Closed 
498757,354 370 SOUTH JEFFERSON STREET,354 370 S JEFFERSON ST,0717,Orange City Twp,07050    ,RAO-ISRA Entire Site (Restricted Use)
763520,354 SOUTH 12TH STREET,354 S 12TH ST,0714,Newark City,07103    ,Known
182756,357 WILSON AVENUE BUILDING @ IRONBOUND IND PK,357 WILSON AVE,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
65334,358 366 THOMAS STREET,358 366 THOMAS ST,0714,Newark City,07114    ,Known
462797,359 365 CENTRAL AVENUE,359 365 CENTRAL AVE,0714,Newark City,07103    ,LSRP Oversight
448958,359 EAGLE ROCK AVENUE,359 EAGLE ROCK AVE,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
614908,35 AVENUE C,35 AVE C,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
603400,35 BOYDEN PARKWAY SOUTH,35 BOYDEN PKWY S,0711,Maplewood Twp,07040    ,UST Fund Application Closed 
88300,35 HEADLEY PLACE,35 HEADLEY PL,0711,Maplewood Twp,07040    ,Suspected
529790,35 LIBELLA COURT,35 LIBELLA CT,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
65381,35 PARK AVENUE,35 PARK AVE,0703,Caldwell Boro,07006    ,Suspected
83804,35 UNDERCLIFF ROAD,35 UNDERCLIFF RD,0712,Millburn Twp,07041    ,Suspected
64719,35 WALNUT COURT,35 WALNUT CT,0719,South Orange Village Twp,07079    ,Suspected
189740,35 WOLF PLACE,35 WOLF PL,0709,Irvington Twp,07111    ,Suspected
454856,362 ORANGE ROAD ABANDONED DRUM,362 ORANGE RD,0713,Montclair Twp,07042    ,No SRP Oversight Required
73505,364 PROSPECT STREET,364 PROSPECT ST,0719,South Orange Village Twp,07079    ,Suspected
413968,366 368 13TH AVENUE,366 368 13TH AVE,0714,Newark City,07108    ,RAO-A (Unrestricted Use)
648002,366 RIDGE ROAD ,366 RIDGE RD ,0704,Cedar Grove Twp,07009    ,Known
411375,369 379 18TH STREET,369 379 18TH ST,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
174887,3 6 CLIFFSIDE DRIVE,3 6 CLIFFSIDE DR,0704,Cedar Grove Twp,07009    ,LSRP Oversight
407963,36 MEADOWBROOK ROAD,36 MEADOWBROOK RD,0711,Maplewood Twp,07040    ,UST Fund Application Closed 
65626,36 TIONA AVENUE,36 TIONA AVE,0701,Belleville Twp,07109    ,Suspected
230478,36 WELLAND AVENUE,36 WELLAND AVE,0709,Irvington Twp,07111    ,Suspected
183969,370 CHESTNUT STREET,370 CHESTNUT ST,0716,Nutley Twp,071102237,Suspected
46173,370 ELIZABETH AVENUE,370 ELIZABETH AVE,0714,Newark City,07112    ,RAO-Entire Site (Unrestricted Use)
84503,372 UPPER MOUNTAIN AVENUE,372 UPPER MOUNTAIN AVE,0713,Montclair Twp,07042    ,Suspected
421356,37 39 REYNOLDS PLACE,37 39 REYNOLDS PL,0714,Newark City,07106    ,RAO-A (Unrestricted Use)
73384,375 NORTH 10TH STREET,375 N 10TH ST,0701,Belleville Twp,07109    ,Suspected
65698,378 SPRINGDALE AVENUE,378 SPRINGDALE AVE,0705,East Orange City,07019    ,Suspected
73383,379 NORTH 10TH STREET,379 10TH ST N,0701,Belleville Twp,07109    ,Suspected
469532,379 REALTY ,379 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
84233,37 EDGAR STREET,37 EDGAR ST,0705,East Orange City,07019    ,Suspected
65211,37 EVERGREEN DRIVE,37 EVERGREEN DR,0715,North Caldwell Boro,07006    ,Suspected
409492,37 GEORGE STREET,37 GEORGE ST,0714,Newark City,07101    ,Known
75015,37 HOLLAND STREET,37 HOLLAND ST,0714,Newark City,07105    ,Suspected
85489,37 NORFOLK AVENUE,37 NORFOLK AVE,0711,Maplewood Twp,07040    ,Suspected
766881,37 NORTH 18TH STREET,37 N 18TH ST,0705,East Orange City,07017    ,Known
64745,37 SOUTH KINGMAN ROAD,37 S KINGMAN RD,0719,South Orange Village Twp,07079    ,Suspected
370268,37 TREACY AVENUE,37 TREACY AVE,0714,Newark City,07108    ,Suspected
214074,37 WINANS AVENUE,37 WINANS AVE,0714,Newark City,07102    ,Known
65539,382 HAYWOOD AVENUE,382 HAYWOOD AVE,0717,Orange City Twp,07051    ,Suspected
178733,383 385 LESLIE STREET,383 385 LESLIE ST ,0714,Newark City,07102    ,Suspected
435505,383 HILLSIDE AVENUE,383 HILLSIDE AVE,0717,Orange City Twp,07050    ,UST Fund Application Closed 
692005,385 HENRY STREET,385 HENRY ST,0717,Orange City Twp,07050    ,RAO-A (Unrestricted Use)
729209,38 60 BLANCHARD STREET REAR,38 60 BLANCHARD ST REAR,0714,Newark City,07199    ,LSRP Oversight
65405,387 ELMWOOD AVENUE,387 ELMWOOD AVE,0711,Maplewood Twp,07040    ,Suspected
221839,388 424 HALSEY STREET,388 424 HALSEY ST,0714,Newark City,07102    ,No SRP Oversight Required
84760,38 CREST VIEW HILL ROAD,38 CREST VIEW HILL RD,0710,Livingston Twp,07039    ,Suspected
529266,38 PIER LANE,38 PIER LN,0707,Fairfield Twp,07004    ,Verified Unknown Source
370924,390 HALSEY STREET,390 HALSEY ST,0714,Newark City,07102    ,RAO-A (Restricted Use)
566679,393 395 CENTRAL AVENUE,393 395 CENTRAL AVE,0705,East Orange City,07018    ,No SRP Oversight Required
179600,393 OLCOTT STREET,393 OLCOTT ST,0717,Orange City Twp,070504026,Suspected
409493,39 41 GEORGE STREET,39 41 GEORGE ST,0714,Newark City,07101    ,Known
79184,395 AMHERST STREET,395 AMHERST ST,0705,East Orange City,07019    ,Suspected
