Site ID,Current Site Name,Line1 Address,Comu ,Site Municipality,Zip Code ,Contamination
57552,ORIENTAL MASONIC TEMPLE,37 FULTON ST,0714,Newark City,07101    ,LSRP Oversight
427612,ORIT LABORATORIES CORP,200 FAIRFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-ISRA Entire Site (Unrestricted Use)
48791,OSCARS SERVICE CENTER,8 LINCOLN PL,0709,Irvington Twp,07111    ,LSRP Oversight
376736,OUR FAMILY CIRCLE BUDS OF HOPE ACADEMY CENTER FOR CHILD DEVELOPMENT & SCIENCE,372 374 S ORANGE AVE,0714,Newark City,07103    ,RAO-A (Unrestricted Use)
612302,OUR LADY HELP OF CHRISTIANS SCHOOL,24 N CLINTON ST,0705,East Orange City,07017    ,LSRP Oversight
452673,OUR LADY HELP OF CHRISTIANS SCHOOLS,23 N CLINTON ST,0705,East Orange City,07017    ,LSRP Oversight
360371,OUR LADY OF FATIMA NURSERY,79 JEFFERSON ST,0714,Newark City,07105    ,CCF Approved
52956,OUR LADY OF GOOD COUNSEL,624 668 SUMMER AVE,0714,Newark City,07104    ,Verified Unknown Source
52983,OUR LADY OF LOURDES,1 EAGLE ROCK AVE,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
57767,OUR LADY OF MOUNT CARMEL RC CHURCH,269 275 OLIVER ST,0714,Newark City,07101    ,RAO-A (Unrestricted Use)
403667,OUR LADY OF SORROWS NURSERY PROPOSED,162 ACADEMY ST,0719,South Orange Village Twp,07079    ,No SRP Oversight Required
360372,OUR SMALL WORLD DAY CARE & LEARNING CENTER,665 SUMMER AVE,0714,Newark City,07104    ,CCF Approved
43671,OVERNIGHT AIRCRAFT PARKING AREA @ NEWARK LIBERTY INTNL AIRPORT,BREWSTER RD,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
365333,OVETERS CONSTRUCTION CO INC,757 SPRINGDALE AVE,0705,East Orange City,07017    ,LSRP Oversight
40781,PABST BREWING CO,400 GROVE ST,0714,Newark City,07103    ,LSRP Oversight
63847,PACE PACKAGING,3 SPERRY RD,0707,Fairfield Twp,07006    ,RAO-ISRA Leasehold (Unrestricted Use)
8462,PADDYS SUPER SERVICE STATION,139 145 DELANCEY ST,0714,Newark City,07105    ,LSRP Oversight
376737,PAGE ACADEMY II,426 428 CHANCELLOR AVE,0714,Newark City,07112    ,CCF Approved
360373,PAGE ACADEMY INC,530 CENTRAL AVE,0714,Newark City,07107    ,CCF Approved
696996,PAIVA NETTO EARLY LEARNING CENTER,138 PACIFIC ST,0714,Newark City,07105    ,RAO-Child Care Facility (Unrestricted Use)
9051,PALLETS UNLIMITED,2 4TH AVE,0705,East Orange City,07019    ,RAO-Entire Site (Restricted Use)
407915,PALMER INDUSTRIES INC,59 67 CHAPEL ST,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
506260,PALS CABIN RESTAURANT,265 PROSPECT AVE,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
9142,PANCOAST PUMP & TANK CO INC,147 ROSELAND AVE,0703,Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
64202,PAPER MART INC,120 DORSA AVE,0710,Livingston Twp,07039    ,Known
627194,PARADISE DAYCARE CENTER,650 MT PROSPECT AVE,0714,Newark City,07104    ,LSRP Oversight
737346,PARCEL C FOR NJ PERFORMING ARTS CENTER,40 44 CENTER ST,0714,Newark City,07102    ,LSRP Oversight
26509,PARK AVE AUTO REPAIR INC,106 108 PARK AVE,0714,Newark City,07105    ,RAO-A (Unrestricted Use)
652198,PARK AVENUE & 5TH STREET GW CONTAMINATION,PARK AVE & 5TH ST,0714,Newark City,07107    ,Known
65486,PARK AVENUE LAND INVESTMENT CO,730 744 PARK AVE,0705,East Orange City,07018    ,No SRP Oversight Required
644894,PARK AVENUE & NORTH 12TH STREET GROUND WATER CONTAMINATION,PARK AVE & N 12TH ST,0714,Newark City,07107    ,Approved Discharge
52470,PARK AVENUE STORAGE CORP,365 PARK AVE,0714,Newark City,07107    ,RAO-A (Unrestricted Use)
558042,PARK AVENUE VARIETY STORE INC,238 PARK AVE,0717,Orange City Twp,070503724,RAO-A (Unrestricted Use)
9083,PARK CRESCENT HEALTHCARE & REHAB CENTER,480 N WALNUT ST,0705,East Orange City,07017    ,Known
498000,PARKE PLACE @ MAPLEWOOD,186 238 BOYDEN AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
20440,PARKER PRECISION PRODUCTS CO,32 BELL ST,0717,Orange City Twp,07050    ,Known
757073,PARKING LOT @ 1 LAKESIDE AVENUE,1 LAKESIDE AVE,0722,West Orange Twp,07052    ,Inactive
342532,PARKING LOT @ 268 HALSEY STREET,268 HALSEY ST,0714,Newark City,07102    ,Known
596659,PARKING LOT @ 563 569 18TH AVENUE,563 569 18TH AVE,0714,Newark City,07103    ,Known
215003,PARKING LOT @ 980 990 FRELINGHUYSEN AVENUE,1 VIRGINIA ST,0714,Newark City,07114    ,LSRP Oversight
757107,PARKING LOT @ LAKESIDE AVENUE,LAKESIDE AVE,0722,West Orange Twp,07052    ,Inactive
757110,PARKING LOT @ STANDISH AVENUE,STANDISH AVE,0722,West Orange Twp,07052    ,Inactive
591599,PARKING LOT @ ST MICHAELS MED CTR,144 150 ORANGE ST,0714,Newark City,07103    ,LSRP Oversight
428683,PARKSIDE PRESCHOOL #3,567 BROADWAY,0714,Newark City,07104    ,CCF Approved
43350,PARKSIDE PRESCHOOL II,354 PARK AVE,0714,Newark City,071070000,LSRP Oversight
8602,PARK TOWER APARTMENTS,455 ELIZABETH AVE,0714,Newark City,07112    ,Suspected
165823,PARKVIEW TOWERS,169 177 CENTRAL AVE,0717,Orange City Twp,07050    ,LSRP Oversight
64650,PARKWAY APARTMENTS,GROVE ST,0709,Irvington Twp,07111    ,No SRP Oversight Required
442562,PARKWAY APARTMENTS ,14 16 MARSHALL ST,0709,Irvington Twp,07111    ,Suspected
8895,PARKWAY DELTA SERVICE STATION,758 18TH AVE,0709,Irvington Twp,07111    ,LSRP Oversight
9177,PARKWAY LOFTS APARTMENTS,5 LAWRENCE ST,0702,Bloomfield Twp,07003    ,LSRP Oversight
47697,PARKWAY SERVICE STATION INC,221 CENTRAL AVE,0705,East Orange City,07018    ,RAO-A (Limited Restricted Use)
56519,PARKWAY SHOPPING CENTER,880 914 SPRINGFIELD AVE,0709,Irvington Twp,07111    ,LSRP Oversight
14914,PASSAIC RIVER TERMINAL CORP,126 PASSAIC ST,0714,Newark City,07104    ,LSRP Oversight
8439,PASSAIC VALLEY SEWER COMM,652 670 DOREMUS AVE,0714,Newark City,07105    ,LSRP Oversight
582420,PATHMARK FORMER,237 249 S ORANGE AVE,0714,Newark City,07103    ,RAO-Entire Site (Unrestricted Use)
748718,PATH NEWARK LIBERTY INT AIRPORT AIRTRAIN,88 98 HAYNES AVE,0714,Newark City,07114    ,Known
671765,PATTON DRIVE & YORK AVENUE GW CONTAMINATION,PATTON DR & YORK AVE,0721,West Caldwell Twp,07007    ,Known
71659,PAUL B WILLIAMS PRINTING CO INC,1010 BROAD ST,0714,Newark City,07105    ,Known
666253,PAUL DYEING CO,626 ORANGE ST,0714,Newark City,07107    ,LSRP Oversight
29480,PAUL MILLER HONDA OF WEST CALDWELL,1170 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
8162,PAUL MILLER TOYOTA,1155 BLOOMFIELD AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
446718,PAVILION TOWERS APARTMENTS,108 136 MARTIN LUTHER KING BLVD,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
23893,PCI SCIENTIFIC SUPPLY INC,41 PLYMOUTH ST,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
9331,P&D SERVICE STATION,550 FRANKLIN AVE,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
396127,PEACE & BLESSINGS CHRISTIAN DAY SCHOOL,1200 CLINTON AVE,0709,Irvington Twp,07111    ,CCF Approved
670165,PEACE PLAYGROUND,45 55 PENNSYLVANIA AVE,0714,Newark City,07114    ,LSRP Oversight
227075,PECKMAN RIVER HEATING OIL DISCHARGE,OZONE AVE,0704,Cedar Grove Twp,07009    ,Known
14239,PEERLESS TUBE CO,58 76 LOCUST AVE,0702,Bloomfield Twp,070030000,Known
154140,PEERLESS TUBE CO,71 LOCUST AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
14206,PENICK CORP,158 MT OLIVET AVE,0714,Newark City,07114    ,Known
126978,PENN CONSTRUCTION,315 MT PLEASANT AVE,0714,Newark City,07104    ,LSRP Oversight
63995,PENN FEDERAL SAVINGS BANK,29 PARK ST,0713,Montclair Twp,07042    ,Suspected
360375,PENNINGTON COURT HEAD START,173 PENNINGTON CT,0714,Newark City,07105    ,CCF Approved
33750,PENN JERSEY PAINT CO,1256 MCCARTER HWY,0714,Newark City,07105    ,No SRP Oversight Required
360376,PENTECOSTAL CHURCH SONS OF GOD,856 MT PROSPECT AVE,0714,Newark City,07104    ,CCF Approved
31501,PEREZ AUTO CENTER INC,769 BROADWAY,0714,Newark City,07104    ,RAO-A (Unrestricted Use)
364417,PERLEN STEEL CORP,1276 1282 MCCARTER HWY,0714,Newark City,07104    ,RAO-ISRA Entire Site (Unrestricted Use)
360377,PERPETUAL HELP DAY NURSERY,170 BROAD ST,0714,Newark City,07104    ,CCF Approved
9168,PERSONAL TOUCH CLEANERS,600 BLOOMFIELD AVE,0702,Bloomfield Twp,07003    ,LSRP Oversight
8692,PETER RODINO FEDERAL BUILDING,970 BROAD ST,0714,Newark City,07102    ,RAO-Entire Site (Unrestricted Use)
8522,PETRI PAINT CO INC,198 204 PACIFIC ST,0714,Newark City,07114    ,LSRP Oversight
24347,PHARMACEUTICAL INNOVATIONS INC,897 FRELINGHUYSEN AVE,0714,Newark City,07114    ,Suspected
8139,PHELPS DODGE HIGH PERFORMANCE CONDUCTORS,666 PASSAIC AVE,0721,West Caldwell Twp,07006    ,RAO-Entire Site (Limited Restricted Use)
26907,PHIL & ALS SERVICE CENTER INC,225 SOUTH ST,0714,Newark City,07104    ,RAO-A (Limited Restricted Use)
56792,PHILIP CASALE BUILDING,259 WASHINGTON AVE,0716,Nutley Twp,07110    ,LSRP Oversight
8822,PHILLIPS 66,2016 2028 SPRINGFIELD AVE,0711,Maplewood Twp,07040    ,RAO-A (Unrestricted Use)
57605,PHILS SERVICE STATION,517 S 20TH ST,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
750744,PICCILLO ANGELO FORMER COLOCATION,SUMMER AVE,0714,Newark City,07104    ,Suspected
646035,PILGRIM BAPTIST VILLAGE II,143 171 AVON AVE,0714,Newark City,07108    ,LSRP Oversight
24205,PILLAR HIGH SCHOOL,71 OKNER PKWY,0710,Livingston Twp,070390093,Known
360378,PILSBURY NURSERY SCHOOL INC,433 PARK ST,0713,Montclair Twp,07043    ,CCF Approved
87550,PINE STREET & GLENRIDGE AVENUE,PINE ST & GLENRIDGE AVE ,0713,Montclair Twp,07042    ,Suspected
9077,PIT STOP GAS STATION & FOOD MART,47 PARK AVE,0705,East Orange City,07017    ,LSRP Oversight
601679,PLANE CRASH CLEANUP,7 MAYHEW DR,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
605799,PLANE CRASH CLEANUP @ BEVERLY ROAD,149 BEVERLY RD,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
535245,PLANET CLEANERS,10 1ST AVE,0702,Bloomfield Twp,07003    ,Suspected
360379,PLAY N LEARN DAY CARE,7 LAUREL PL,0713,Montclair Twp,07043    ,CCF Approved
8106,PLEASANT VALLEY EXXON SERVICE STATION,972 MT PLEASANT AVE,0722,West Orange Twp,07052    ,LSRP Oversight
141243,PNC BANK,572 POMPTON AVE,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
8294,PNC INC,115 E CENTRE ST,0716,Nutley Twp,071103409,Deed Notice Terminated
522725,POEKEL CHARLES ,13 15 WHITFIELD ST,0703,Caldwell Boro,07706    ,RAO-A (Unrestricted Use)
15749,POLAROME MFG CO INC,361 371 SOUTH ST,0714,Newark City,071051914,Known
670654,POLKADOTS & ROSES CHILDCARE CENTER,138 HICKORY ST,0717,Orange City Twp,07050    ,LSRP Oversight
8157,POLLUTION CONTROL INDUSTRIES WEDECO ENVIRONMENTAL TECHNOLOGIES  @ WEST CALDWELL IND VILLAGE,1 FAIRFIELD CRESCENT,0721,West Caldwell Twp,07006    ,LSRP Oversight
64221,POLY PLUS MFG INC,229 SCOTLAND RD,0717,Orange City Twp,07050    ,Suspected
750001,POMONA AVENUE & ALDINE STREET GROUNDWATER CONTAMINATION,POMONA AVE & ALDINE ST,0714,Newark City,07112    ,Known
455172,PONTI TRUCKING DIESEL SPILL,I-80 W EXIT 52,0707,Fairfield Twp,07004    ,No SRP Oversight Required
63717,POOR RICHARDS FURNITURE CO,69 N WILLOW ST,0713,Montclair Twp,07042    ,RAO-A (Unrestricted Use)
8741,POOR RICHARDS FURNITURE REFINISHING,101 WALNUT ST,0713,Montclair Twp,07042    ,LSRP Oversight
8306,PORT AUTH NY/NJ,390 E PORT ST,0714,Newark City,07101    ,LSRP Oversight
188809,PORT AUTH NY/NJ EXPRESSRAIL CORBIN STREET INTERMODAL RAIL SUPPORT FACILITY,CORBIN ST,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
362089,PORT AUTH NY/NJ MARINE TERMINAL,192 TYLER ST,0714,Newark City,07310    ,No SRP Oversight Required
477411,PORT AUTH NY NJ PORT NEWARK,CORBIN ST & TYLER ST,0714,Newark City,07114    ,LSRP Oversight
65148,PORT NEWARK BERTHS 30 & 32,STARBOARD ST,0714,Newark City,07104    ,Suspected
35423,PORT NEWARK CONTAINER TERMINAL,241 CALCUTTA ST,0714,Newark City,07114    ,LSRP Oversight
63887,PORT STREET WAREHOUSE,PORT ST,0714,Newark City,07101    ,Suspected
56440,POWER CONCRETE CO INC,497 RAYMOND BLVD,0714,Newark City,07114    ,LSRP Oversight
8465,POWER OIL INC,15 STOCKTON ST,0714,Newark City,071050000,RAO-A (Unrestricted Use)
76027,PPI TIME ZERO INC,11 MADISON RD,0707,Fairfield Twp,07006    ,LSRP Oversight
76385,PPI TIME ZERO INC,23 MADISON RD,0707,Fairfield Twp,07006    ,RAO-ISRA Leasehold (Unrestricted Use)
360380,PRECIOUS CARE & LEARNING CENTER,271 W NORTHFIELD RD,0710,Livingston Twp,07039    ,Suspected
385174,PRECIOUS FEET CHRISTIAN DAY CARE PROPOSED,187 STUYVESANT AVE,0714,Newark City,07106    ,CCF Approved
360381,PRECIOUS LITTLES EARLY CHILDHOOD DEVELOPMENT CENTER INC,1099 S ORANGE AVE,0714,Newark City,07106    ,CCF Approved
169831,PRECISE PLATING INC,133 137 AVE L,0714,Newark City,07105    ,Known
342425,PREFERRED PET CARE INC,233 RUTGERS ST,0711,Maplewood Twp,07040    ,Known
57596,PRESBYTERIAN CHURCH OF UPPER MONTCLAIR,53 NORWOOD AVE,0713,Montclair Twp,07043    ,Suspected
27048,PRESSURE CONTROLS INC,406  408 CORTLANDT ST,0701,Belleville Twp,07109    ,RAO-ISRA Entire Site (Unrestricted Use)
22166,PRINTWRAP CORP,95 SAND PARK RD,0704,Cedar Grove Twp,07009    ,RAO-ISRA Entire Site (Unrestricted Use)
432937,PRISM GEM,33 LIBELLA CT,0714,Newark City,07105    ,LSRP Oversight
64171,PRODUCERS BAKERY,702 CHANCELLOR AVE,0709,Irvington Twp,07111    ,Suspected
19455,PRODUCT IDENTIFICATION CO INC,198 PASSAIC AVE,0707,Fairfield Twp,07006    ,Known
75303,PROFESSIONAL METAL SERVICES,200 VANDERPOOL ST,0714,Newark City,07105    ,RAO-Entire Site (Restricted Use)
280126,PROLOGIS BUILDING @ 4 GARDNER ROAD,4 GARDNER RD,0707,Fairfield Twp,07006    ,RAO-A (Unrestricted Use)
497141,PROMECTOR INC,39 43 MANUFACTURER PL,0714,Newark City,07105    ,Known
410853,PROPANE POWER CORP,873 915 DELANCEY ST,0714,Newark City,07105    ,Known
8092,PROSPECT EXXON SERVICE STATION #32215,486 PROSPECT AVE,0722,West Orange Twp,07052    ,RAO-A (Limited Restricted Use)
65932,PROSPECT TRANSPORT MVA,RT 280 EW EXIT 5-B,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
533191,PRO STAFF REAL ESTATE,265 FRANKLIN AVE,0716,Nutley Twp,07110    ,RAO-A (Unrestricted Use)
376738,PROVIDENCE HEAD START,469 S 17TH ST,0714,Newark City,07103    ,Suspected
201310,PRUDENTIAL CENTER,25 LAFAYETTE ST,0714,Newark City,07102    ,Suspected
590553,PRUDENTIAL CENTER PARKING GARAGE ,15 LAFAYETTE ST,0714,Newark City,07102    ,LSRP Oversight
14208,PRUDENTIAL INSURANCE CO,213 WASHINGTON ST,0714,Newark City,07101    ,Known
37034,PRUDENTIAL INSURANCE CO OF AMERICA,100 MULBERRY ST,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
470863,PRUDENTIAL INSURANCE CO OF AMERICA,635 677 BROAD ST,0714,Newark City,07102    ,RAO-Entire Site (Restricted Use)
554508,PSE&G ,BROAD ST & CENTRAL AVE,0714,Newark City,07102    ,RAO-A (Unrestricted Use)
693673,PSEG @ 1476 PLEASANT VALLEY WAY OF WEST ORANGE,1476 Pleasant Valley Way,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
698586,PSEG @ 19 LARKING CIRCLE OF WEST ORANGE,19 LARKIN CIR,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
699015,PSE&G 355 BROAD STREET MANHOLE & CONDUIT INSTALLATION,BROAD ST & STATE ST,0714,Newark City,07104    ,Withdrawn
735515,PSE&G @ 37 MARQUETTE ROAD OF MONTCLAIR,37 MARQUETTE RD,0713,Montclair Twp,07043    ,RAO-A (Unrestricted Use)
697048,PSEG @ 475 VOSE AVENUE OF SOUTH ORANGE,475 VOSE AVE,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
629526,PSE&G 69 KV PORT STREET MONOPOLE ELECTRIC TRANSMISSION TOWERS,PORT ST ,0714,Newark City,07105    ,LSRP Oversight
674172,PSE&G 777 MCCARTER OP MANHOLE & ELECTRICAL CIRCUIT INSTALL,MCCARTER HWY,0714,Newark City,07107    ,No SRP Oversight Required
670903,PSEG ACROSS FROM 318 BRANCH BROOK DRIVE,318 BRANCH BROOK DR,0701,Belleville Twp,07109    ,RAO-A (Unrestricted Use)
21257,PSE&G BRANCH BROOK SUBSTATION,81 179 ELMONT AVE,0702,Bloomfield Twp,07011    ,LSRP Oversight
708366,PSE&G CEDAR GROVE SWITCH,469 LITTLE FALLS RD,0704,Cedar Grove Twp,07009    ,RAO-A (Limited Restricted Use)
699200,PSE&G CENTRAL AVENUE MANHOLE & CONDUIT INSTALLATION,CENTRAL AVE,0705,East Orange City,07050    ,LSRP Oversight
56924,PSE&G CO,1234 1240 MCCARTER HWY,0714,Newark City,07104    ,Known
729473,PSEG DOREMUS AVENUE LCP,DOREMUS AVE & DELANCY ST,0714,Newark City,07105    ,LSRP Oversight
689682,PSE&G EAST ORANGE ELECTRICAL CIRCUIT UPGRADE,533 MAIN ST,0705,East Orange City,07018    ,No SRP Oversight Required
8221,PSE&G EAST ORANGE GAS DISTRICT,284 N PARK ST,0705,East Orange City,07017    ,LSRP Oversight
460301,PSE&G ELECTRIC TRANSMISSION ROW TOWER R-MT #3-1,OLD RD,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
463286,PSE&G ELECTRIC TRANSMISSION ROW TOWER RWON 2/3 & RWOS 2/4,N LIVINGSTON AVE,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
717637,PSEG ESSEX GENERATING STATION,155 Raymond Blvd,0714,Newark City,07105    ,Suspected
668687,PSEG @ FOSTER COURT OF SOUTH ORANGE,2 FOSTER CT,0719,South Orange Village Twp,07079    ,RAO-A (Unrestricted Use)
710375,PSE&G GAS CONSTRUCTION OF HARRISON,W MARKET ST & DICKERSON ST,0714,Newark City,07107    ,LSRP Oversight
710250,PSE&G GAS CONSTRUCTION OF ORANGE,PIERMONT PL & DALEWOOD RD,0721,West Caldwell Twp,07006    ,LSRP Oversight
620591,PSE&G GAS MAIN REPLACEMENT R-109 GC MC-18,VARIOUS LOCATIONS,0703,Caldwell Boro,07006    ,No SRP Oversight Required
611535,PSE&G GAS SYSTEM MODERNIZATION PROGRAM 103- GC MC18 GAS LINE INSTALLATION,VARIOUS LOCATIONS,0702,Bloomfield Twp,07003    ,No SRP Oversight Required
589852,PSE&G GAS SYSTEM MODERNIZATION PROGRAM BLOOMFIELD AVENUE GAS MAIN INSTALLATION GLEN RIDGE BORO,BLOOMFIELD AVE,0708,Glen Ridge Boro,07028    ,No SRP Oversight Required
611500,PSE&G GAS SYSTEM MODERNIZATION PROGRAM MID-CENTRAL MC18 GAS LINE INSTALLATION,VARIOUS LOCATIONS,0715,North Caldwell Boro,07006    ,No SRP Oversight Required
701630,PSEG IRVINGTON 69KV,597 603 21ST ST,0709,Irvington Twp,07111    ,LSRP Oversight
655205,PSEG #J2315 IRVINGTON PIPE CABLE SPILL,MILL RD & UNION PL,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
752865,PSE&G LAKESIDE AVENUE SUBSTATION,375 LAKESIDE AVE,0717,Orange City Twp,07050    ,LSRP Oversight
21596,PSE&G LAUREL AVENUE SUBSTATION,LAUREL AVE,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
759871,PSEG LAUREL AVE SUB TO PLEASANT VALLEY WAY LCP,MOUNT VERNON AVE & PLEASANT VALLEY WAY,0722,West Orange Twp,07052    ,LSRP Oversight
694352,PSE&G MANHOLE & CONDUIT INSTALLATION  NYE AVENUE,NYE AVE & WAINWRIGHT ST & GIRARD PL,0709,Irvington Twp,07111    ,No SRP Oversight Required
110272,PSE&G MARKET STREET COAL GAS,2 48 JERSEY ST ,0714,Newark City,07102    ,LSRP Oversight
705500,PSE&G MAT #28735 @ 900 DOREMUS AVENUE OF NEWARK,21 93 FIRMENICH WAY,0714,Newark City,07114    ,LSRP Oversight
589494,PSE&G MCCARTER 280 MANHOLE & DUCT BANK LINEAR CONSTRUCTION PROJECT,ORANGE ST & FIRST ST & SUSSEX AVE & ,0714,Newark City,07107    ,No SRP Oversight Required
617994,PSE&G MCCARTER SUBSTATION TO NORFOLK SUBSTATION MANHOLE & ELECTRICAL CONDUIT INSTALLATION,VARIOUS LOCATIONS,0714,Newark City,07103    ,No SRP Oversight Required
554707,PSE&G MCCARTER SWITCHING STATION,478 492 CENTRAL AVE,0714,Newark City,07107    ,RAO-A (Restricted Use)
731443,PSEG MEEKER & ELIZABETH AVENUE LCP,MEEKER AVE & ELIZABETH AVE,0714,Newark City,07112    ,LSRP Oversight
8940,PSE&G METRO IRVINGTON SUB HDQTRS,938 CLINTON AVE,0709,Irvington Twp,07111    ,LSRP Oversight
494613,PSE&G NEGP ELECTRIC TRANSMISION ROW TOWER #5/5,LITTLE FALLS RD,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
494409,PSE&G NEGP ELECTRIC TRANSMISSION ROW,PASSAIC AVE ,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
486492,PSE&G NEGP RIGHT OF WAY TOWER #5/1,BOWDEN RD,0704,Cedar Grove Twp,07009    ,RAO-A (Unrestricted Use)
486619,PSE&G NEGP ROW TOWER #10/1 @ HATFIELD SWAMP,UNKNOWN,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
486598,PSE&G NEGP TOWER #8/11,CLINTON RD,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
486537,PSE&G NEGP TOWER #8/7,PASSAIC AVE,0721,West Caldwell Twp,07006    ,RAO-A (Unrestricted Use)
21512,PSE&G NEWARK DIST GAS T&D,1025 MCCARTER HWY,0714,Newark City,07102    ,LSRP Oversight
706657,PSE&G NYE AVENUE MANHOLE & CONDUIT INSTALLATION,NYE AVE & GIRARD PL & S 16TH ST,0714,Newark City,07112    ,LSRP Oversight
662204,PSE&G @ NYE AVENUE SUBSTATION,605 21ST ST,0709,Irvington Twp,07111    ,LSRP Oversight
700431,PSE&G ORANGE VALLEY MANHOLE & CONDUIT INSTALLATION,MITCHELL ST & S JEFFERSON ST,0717,Orange City Twp,07050    ,LSRP Oversight
727704,PSE&G ORANGE VALLEY SUBSTATION,539 NASSAU ST,0717,Orange City Twp,07050    ,RAO-ISRA Entire Site (Limited Restricted Use)
724402,PSE&G PAD #1240-9 @ MOUNTAINRIDGE DRIVE OF LIVINGSTON,9 MOUNTAIN RIDGE DR,0710,Livingston Twp,07039    ,RAO-A (Unrestricted Use)
747768,PSEG PAD #2996 - 105 SMITH MANOR BOULEVARD OF WEST ORANGE,10 SMITH MANOR BLVD,0722,West Orange Twp,07052    ,RAO-A (Unrestricted Use)
733912,PSE&G PAD #534 @ 7 FRANCAVILLA DRIVE OF FAIRFIELD,7 FRANCAVILLA DR,0707,Fairfield Twp,07004    ,RAO-A (Unrestricted Use)
749613,PSE&G PAD 546 NOBHILL DRIVE - ROSELAND,29 NOBHILL DR,0718,Roseland Boro,07052    ,RAO-A (Unrestricted Use)
750344,PSEG PAD 6450 - 401 SOUTH STREET - NEWARK_CDN,401 SOUTH ST,0714,Newark City,07105    ,LSRP Oversight
576509,PSE&G PAINE AVENUE DIELECTRIC FLUID SPILL,131 PAINE AVE,0709,Irvington Twp,07111    ,RAO-A (Unrestricted Use)
21610,PSE&G PLANK ROAD SUBSTATION,306 RAYMOND BLVD,0714,Newark City,07102    ,RAO-ISRA Entire Site (Limited Restricted Use)
748385,PSEG POLE 60050-20 APPLETON ROAD OF GLEN RIDGE,20 APPLETON RD,0708,Glen Ridge Boro,07028    ,RAO-A (Unrestricted Use)
740955,PSEG POLE 60071-522 NORWOOD STREET EAST ORANGE,522 NORWOOD ST,0705,East Orange City,07018    ,RAO-A (Unrestricted Use)
724517,PSE&G POLE #60220 @ 13 GATES AVENUE OF ROSELAND,13 GATES AVE,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
719547,PSEG POLE #60782-22 HICKORY DRIVE OF NORTH CALDWELL,22 HICKORY DR,0715,North Caldwell Boro,07006    ,RAO-A (Unrestricted Use)
747707,PSEG POLE #61409- 285 AMPERE PKWY- BLOOMFIELD,285 AMPERE PKWY,0702,Bloomfield Twp,07003    ,RAO-A (Unrestricted Use)
758599,PSEG POLE 66397 - 232 PLEASANT VALLEY WAY,232 Pleasant Valley Way,0722,West Orange Twp,07052    ,LSRP Oversight
561500,PSE&G PORT STREET SUBSTATION,255 E PORT ST,0714,Newark City,07114    ,RAO-A (Unrestricted Use)
615368,PSE&G RECONDUCTOR ESSEX FOUNDRY #B-1328C-1355,VARIOUS LOCATIONS,0714,Newark City,07105    ,No SRP Oversight Required
425538,PSE&G ROSELAND SWITCHNG STATION SR500KV,7 EISENHOWER PKWY,0718,Roseland Boro,07068    ,RAO-A (Unrestricted Use)
719695,PSEG SOUTH VALLEY ROAD,NORTH RIDGEWOOD RD & GLENSIDE RD,0719,South Orange Village Twp,07079    ,LSRP Oversight
649274,PSE&G TONEYS BROOK SUBSTATION PROJECT ,113 WASHINGTON ST,0702,Bloomfield Twp,07003    ,No SRP Oversight Required
651588,PSE&G TONEYS BROOK TO BELLEVILLE 69 KV CONVERSION,WASHINGTON ST & MUNICIPAL PLAZA ,0702,Bloomfield Twp,07003    ,LSRP Oversight
561898,PSE&G TRANSFORMER,442 452 RIVER RD,0716,Nutley Twp,07110    ,RAO-A (Unrestricted Use)
